NumeroOrden,AñoOrden,MesOrden,FechaOrden,TipoOrdendeCompra,CodigoProveedor,Proveedor,FormaPago,TipodeCambio,Moneda,CodigoMaterial,DescripcionMaterial,Cantidad,ValorUnitario,ValorTotal,Unidad,EstadoOrdendeCompra
244,2022,Diciembre,07/12/2022 00:00,GENERAL,103650,AGRICOLA MYR SPA.,CONTADO,884.74,PESOS,NULL,SERVICIO AGRICOLA,172,3500,602000,NULL,PENDIENTE
245,2022,Diciembre,07/12/2022 00:00,GENERAL,10328,DISTRIBUIDORA DANIEL BARAHONA LIMITADA,30 DIAS C/FACTURA,884.74,PESOS,NULL,TONER ALTERNATIVO CF280-X,21,17800,373800,NULL,PENDIENTE
246,2022,Diciembre,07/12/2022 00:00,NORMAL,103700,INVENA PERU SAC,60 DIAS C/FACTURA,884.74,DOLAR,PEBO1131,BOLSA RACIMO ZIPER S/G #4023 RED PERU T21-22,80,12500,1000000,UNI,APROBADA
247,2022,Diciembre,07/12/2022 00:00,GENERAL,103725,ACTITUD CHILE FORMACI�N LIMITADA,30 DIAS C/FACTURA,884.74,PESOS,NULL,INCLUSI�N LABORAL CUMPLIMIENTO LEY N� 21.275 CONOCIMIENTOS Y HERRAMIENTAS PERFIL DE GESTOR DE INCLUSI�N,164,4500,738000,NULL,PENDIENTE
248,2022,Diciembre,09/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,878.58,PESOS,NULL,INSUMOS BOTIQUIN ,180,2200,396000,NULL,APROBADA
249,2022,Diciembre,09/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,878.58,PESOS,NULL,INSUMOS OFICINA FATIMA. CHOCALAN. LINDEROS,2,20400,40800,NULL,APROBADA
250,2022,Diciembre,09/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,878.58,PESOS,NULL,INSUMOS ASEO Y CAFETERIA,1,20700,20700,NULL,APROBADA
251,2022,Diciembre,09/12/2022 00:00,NORMAL,211,LIVENTUS,60 DIAS C/FACTURA,878.58,DOLAR,BOAM1184,BOLSA CAMISA 56X40 LIVENTUS 2.5 KG,107,9900,1059300,UNI,APROBADA
252,2022,Diciembre,09/12/2022 00:00,NORMAL,10275,ANDRES BERMUDEZ SPA,30 DIAS C/FACTURA,878.58,DOLAR,GNGN1160,BOLSA DE PAPEL TRINCA DE CARGA 90X120 CM,1,19900,19900,UNI,APROBADA
252,2022,Diciembre,09/12/2022 00:00,NORMAL,10275,ANDRES BERMUDEZ SPA,30 DIAS C/FACTURA,878.58,DOLAR,GNGN1278,PISTOLA PARA BOLSA TRINCA,102,19400,1978800,UNI,APROBADA
253,2022,Diciembre,09/12/2022 00:00,NORMAL,10240,AGROFRESH CHILE COMERCIAL LTDA,60 DIAS C/FACTURA,878.58,DOLAR,QUQU1162,BIOFRUIT (ACIDO PARACETICO 15%),96,9400,902400,LTS,APROBADA
254,2022,Diciembre,12/12/2022 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,861.51,PESOS,GNGN1108,FILM AUTOMATICO MAQUINA (12KG X UNI),183,2600,475800,UNI,APROBADA
255,2022,Diciembre,12/12/2022 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,861.51,DOLAR,PATE1114,TERMOGRAFO TTGEO EAGLE EXTEND SU-60 DAY,44,14900,655600,UNI,APROBADA
255,2022,Diciembre,12/12/2022 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,861.51,DOLAR,PATE1116,TERMOGRAFOS TT ULTRA FIT 16K AMB SU-SEN CHILE,135,6100,823500,UNI,APROBADA
256,2022,Diciembre,12/12/2022 00:00,NORMAL,10287,EMERSON ELECTRIC (US) HOLDING CORPORATION (CHILE) LTDA.,30 DIAS C/FACTURA,861.51,DOLAR,PATE1113,TQ60D-PAK00 SENSOR DE TEMPERATURA WMSC T.19-20,38,16700,634600,UNI,APROBADA
257,2022,Diciembre,12/12/2022 00:00,GENERAL,103724,SOCIEDAD COMERCIAL RAGGIO Y COMPA�IA LIMITADA,CONTADO,861.51,PESOS,NULL,FIESTA DE NAVIDA 2022,6,20400,122400,NULL,PENDIENTE
258,2022,Diciembre,12/12/2022 00:00,GENERAL,680,HOMERO DEL TRANSITO MANZO DONOSO,30 DIAS C/FACTURA,861.51,PESOS,NULL,MUESTRA ANALISIS PPV,85,11800,1003000,NULL,PENDIENTE
259,2022,Diciembre,12/12/2022 00:00,GENERAL,103726,TRAVESIA FILMS SPA,CONTADO,861.51,PESOS,NULL,FOTOGRAFO FIESTA DE NAVIDAD 2022,24,17800,427200,NULL,PENDIENTE
260,2022,Diciembre,12/12/2022 00:00,GENERAL,103727,ZEPEDA Y MEZA GESTI�N INMOBILIARIA LIMITADA,CONTADO,861.51,PESOS,NULL,GALVANOS FIESTA DE NAVIDAD 2022,126,8100,1020600,NULL,PENDIENTE
261,2022,Diciembre,12/12/2022 00:00,GENERAL,103721,COMERCIALIZADORA ARTE GLOBOS LTDA,CONTADO,861.51,PESOS,NULL,GLOBOS FIESTA DE NAVIDAD 2022,25,17800,445000,NULL,PENDIENTE
262,2022,Diciembre,12/12/2022 00:00,GENERAL,103721,COMERCIALIZADORA ARTE GLOBOS LTDA,CONTADO,861.51,PESOS,NULL,GLOBOS FIESTA DE NAVIDAD 2022,123,7600,934800,NULL,PENDIENTE
263,2022,Diciembre,13/12/2022 00:00,GENERAL,103728,SEGVAL SEGURIDAD INDUSTRIAL LIMITADA,CONTADO,860.03,PESOS,NULL,PANTALON TERMICO TALLA L,138,6300,869400,NULL,APROBADA
264,2022,Diciembre,13/12/2022 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,860.03,DOLAR,CJCT1469,CAJA CTN 406X608X115/123 MAQ/P84-L (6X3) COSTCO BLACK 22-23,41,15200,SIN REGISTRO,UNI,APROBADA
265,2022,Diciembre,13/12/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,860.03,DOLAR,CJCT1462,CAJA CTN 406X608X135-133 MAQ-P84-L SAMS BLACK SEEDLESS T22-23,55,14600,803000,UNI,APROBADA
265,2022,Diciembre,13/12/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,860.03,DOLAR,CJCT1464,CAJA CTN 406X608X135-133 MAQ-P84-L SAMS RED SEEDLESS T18-19,121,8300,1004300,UNI,APROBADA
266,2022,Diciembre,13/12/2022 00:00,GENERAL,403,M Y V (MARTINEZ Y VALDIVIESO),30 DIAS C/FACTURA,860.03,DOLAR,NULL,LITRO STROBY ,8,19100,152800,NULL,PENDIENTE
266,2022,Diciembre,13/12/2022 00:00,GENERAL,403,M Y V (MARTINEZ Y VALDIVIESO),30 DIAS C/FACTURA,860.03,DOLAR,NULL,LITRO KENJA,3,19300,57900,NULL,PENDIENTE
267,2022,Diciembre,13/12/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,860.03,PESOS,ADST1523,ADH STICKER CABEZAL QILIN MORADO 18.00X9.00 TEMP 17-18,54,3700,199800,UNI,APROBADA
267,2022,Diciembre,13/12/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,860.03,PESOS,ADST1541,ADH STICKER GESEX CAB CJ PLASTICO 18.00X9.00 T18-19,177,1600,283200,UNI,APROBADA
268,2022,Diciembre,14/12/2022 00:00,GENERAL,175,AGRIC. LA HORNILLA,30 DIAS C/FACTURA,858.07,PESOS,NULL,SERVICIO PROCESO DE PACKING,51,15600,795600,NULL,PENDIENTE
268,2022,Diciembre,14/12/2022 00:00,GENERAL,175,AGRIC. LA HORNILLA,30 DIAS C/FACTURA,858.07,PESOS,NULL,SERVICIO PROCESO FRIO,40,15200,608000,NULL,PENDIENTE
269,2022,Diciembre,15/12/2022 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,862.85,DOLAR,TACT1216,TAPA CTN 305X508X093/096 MAQ/TELESCOPICA QILIN T22-23,107,8900,952300,UNI,APROBADA
270,2022,Diciembre,15/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,862.85,PESOS,NULL,INSUMOS RECURSOS HUMANPOS ,133,7500,997500,NULL,PENDIENTE
271,2022,Diciembre,15/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,862.85,PESOS,NULL,SILLA ESCRITORIO ,23,16900,388700,NULL,PENDIENTE
272,2022,Diciembre,15/12/2022 00:00,NORMAL,81,INDUSTRIA DE ENVASES TYPACK S.A.,90 DIAS C/FACTURA,862.85,DOLAR,CLPL1110,CLAMSHELL PET 3 LBS UVAS SAM�S ALT 126,180,2400,432000,UNI,APROBADA
272,2022,Diciembre,15/12/2022 00:00,NORMAL,81,INDUSTRIA DE ENVASES TYPACK S.A.,90 DIAS C/FACTURA,862.85,DOLAR,CLPL1119,CLAMSHELL PET 2 LBS UVAS TYPACK ALT 126,98,11200,1097600,UNI,APROBADA
272,2022,Diciembre,15/12/2022 00:00,NORMAL,81,INDUSTRIA DE ENVASES TYPACK S.A.,90 DIAS C/FACTURA,862.85,DOLAR,CLPL1123,CLAMSHELL PET 500 GRS UVAS ALT 82 MM (TYPACK),13,19500,253500,UNI,APROBADA
273,2022,Diciembre,15/12/2022 00:00,NORMAL,232,SAN JORGE PACKAGING S.A.,30 DIAS C/FACTURA,862.85,DOLAR,BOAM1185,BOLSA CAMISA 54X40 CRYSTAL SP CHERRY 2.5 KG (1226) GENERICA,179,2900,519100,UNI,APROBADA
274,2022,Diciembre,15/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,862.85,PESOS,ADST1105,ADH STICKER VARIEDAD UVA GREEN SEEDLESS 5 CM,135,6700,904500,UNI,APROBADA
274,2022,Diciembre,15/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,862.85,PESOS,ADST1106,ADH STICKER VARIEDAD UVA RED SEEDLESS 5 CM,50,14200,710000,UNI,APROBADA
275,2022,Diciembre,15/12/2022 00:00,GENERAL,10349,VIMAR GROUP SPA,30 DIAS C/FACTURA,862.85,DOLAR,NULL,KENSINGTON MOUSE INALAMBRICO ,126,8200,1033200,NULL,APROBADA
275,2022,Diciembre,15/12/2022 00:00,GENERAL,10349,VIMAR GROUP SPA,30 DIAS C/FACTURA,862.85,DOLAR,NULL,KENSINGTON DISCO SSD 480,74,12200,902800,NULL,APROBADA
275,2022,Diciembre,15/12/2022 00:00,GENERAL,10349,VIMAR GROUP SPA,30 DIAS C/FACTURA,862.85,DOLAR,NULL,SERVICIO DE LOGISTICA ,66,12800,844800,NULL,APROBADA
275,2022,Diciembre,15/12/2022 00:00,GENERAL,10349,VIMAR GROUP SPA,30 DIAS C/FACTURA,862.85,DOLAR,NULL,KENSINGTON COMBO INALAMBRICO MOUSE Y TECLADO,14,18700,261800,NULL,APROBADA
276,2022,Diciembre,15/12/2022 00:00,NORMAL,232,SAN JORGE PACKAGING S.A.,90 DIAS C/FACTURA,862.85,DOLAR,BOAM1185,BOLSA CAMISA 54X40 CRYSTAL SP CHERRY 2.5 KG (1226) GENERICA,25,18500,462500,UNI,APROBADA
277,2022,Diciembre,16/12/2022 00:00,NORMAL,159,DISTRIBUIDORA AGRICOLA BUIN LTDA.,30 DIAS C/FACTURA,875.56,PESOS,MTCH1103,CLAVOS 1.25,8,19100,152800,KGS,APROBADA
278,2022,Diciembre,16/12/2022 00:00,GENERAL,403,M Y V (MARTINEZ Y VALDIVIESO),30 DIAS C/FACTURA,875.56,DOLAR,NULL,SUNTEC LITROS,74,12100,895400,NULL,PENDIENTE
279,2022,Diciembre,16/12/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,875.56,DOLAR,BORA1334,BOLSA RACIMO Z.POUCH SOFT A.CRISP #3452 T22-23,69,13500,931500,UNI,APROBADA
280,2022,Diciembre,16/12/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,875.56,DOLAR,PEGE1101,GENERADOR CTN 330X460 6.0 GR AZUL (USA),5,20500,102500,UNI,APROBADA
281,2022,Diciembre,19/12/2022 00:00,GENERAL,103722,CARLA PILAR ORTEGA ALVAREZ,CONTADO,885.99,PESOS,NULL,INVITACIONES FIESTA DE NAVIDAD 2022,27,17100,461700,NULL,PENDIENTE
282,2022,Diciembre,19/12/2022 00:00,GENERAL,103722,CARLA PILAR ORTEGA ALVAREZ,CONTADO,885.99,PESOS,NULL,INVITACIONES FIESTA DE NAVIDAD,22,18300,402600,NULL,PENDIENTE
283,2022,Diciembre,19/12/2022 00:00,GENERAL,103726,TRAVESIA FILMS SPA,CONTADO,885.99,PESOS,NULL,ASOEX,33,17500,577500,NULL,PENDIENTE
284,2022,Diciembre,19/12/2022 00:00,GENERAL,103722,CARLA PILAR ORTEGA ALVAREZ,CONTADO,885.99,PESOS,NULL,INVITACIONES FIESTA DE NAVIDAD 2022,6,18800,112800,NULL,PENDIENTE
285,2022,Diciembre,19/12/2022 00:00,NORMAL,10240,AGROFRESH CHILE COMERCIAL LTDA,60 DIAS C/FACTURA,885.99,DOLAR,QUQU1132,SCHOLAR 230 SC,100,9800,980000,LTS,APROBADA
286,2022,Diciembre,19/12/2022 00:00,NORMAL,517,DECCO CHILE SPA,90 DIAS C/FACTURA,885.99,DOLAR,QUQU1163,DECCO ANTIFOAM 032,113,7900,892700,LTS,APROBADA
287,2022,Diciembre,19/12/2022 00:00,NORMAL,135,QUIMICA ITALQUIM,75 DIAS C/FACTURA,885.99,DOLAR,QUQU1150,DRENCH PHOS,16,18600,297600,LTS,APROBADA
288,2022,Diciembre,19/12/2022 00:00,NORMAL,10236,TRUPAL S.A,120 DIAS C/FACTURA,885.99,DOLAR,PECJ1137,CAJA CTN 406X608X117/123 MAQ/PURA GESEX NEGRA GRAPES T22-23,131,6500,851500,UNI,APROBADA
288,2022,Diciembre,19/12/2022 00:00,NORMAL,10236,TRUPAL S.A,120 DIAS C/FACTURA,885.99,DOLAR,PECJ1138,CAJA CTN 406X608X117/123 MAQ/ENJOY GRAPES T22-23,161,4600,740600,UNI,APROBADA
289,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,CTCT1137,CINTILLO CARTULINA COSTCO 3LBS GREEN SEEDLESS 553X060 MM T21-22,1,20600,20600,UNI,APROBADA
290,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,ADST1665,ADHE COSTCO SUMMIT RED SEEDLESS 3LBS 71X71 MM T22-23,70,13900,973000,UNI,APROBADA
290,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,ADST1666,ADHE COSTCO SUMMIT GREEN SEEDLESS 3LBS 71X71 MM T22-23,12,18100,217200,UNI,APROBADA
290,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,ADST1667,ADHE COSTCO SUMMIT SABLE 3LBS 71X71 MM T22-23,154,3600,554400,UNI,APROBADA
290,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,CTCT1143,CINTILLO COSTCO SUMMIT GREEN SEEDLESS 3LBS 570X061 MM T22-23,111,8300,921300,UNI,APROBADA
290,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,CTCT1144,CINTILLO COSTCO SUMMIT RED SEEDLESS 3LBS 570X061 MM T22-23,24,17600,422400,UNI,APROBADA
290,2022,Diciembre,19/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,885.99,PESOS,CTCT1145,CINTILLO COSTCO SUMMIT SABLE 3LBS 570X061 MM T22-23,28,17400,487200,UNI,APROBADA
291,2022,Diciembre,19/12/2022 00:00,GENERAL,103693,ASESORIAS JT SPA,CONTADO,885.99,PESOS,NULL,FAENA DE ETIQUETADO,178,2400,427200,NULL,APROBADA
292,2022,Diciembre,20/12/2022 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,60 DIAS C/FACTURA,888.27,DOLAR,PEAD1128,ADH STICKER ALDI 2 LBS A.CRISP 70X70 MM T21-22,114,9600,1094400,UNI,APROBADA
292,2022,Diciembre,20/12/2022 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,60 DIAS C/FACTURA,888.27,DOLAR,PEAD1137,ADHE COSTCO GREEN SEEDLESS 3LBS 71X71MM T22-23,47,15200,714400,UNI,APROBADA
292,2022,Diciembre,20/12/2022 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,60 DIAS C/FACTURA,888.27,DOLAR,PECJ1119,CAJA CTN 406X608X127/133 MAQ COSTCO GREEN SEEDLESS T21-22,97,10500,1018500,UNI,APROBADA
292,2022,Diciembre,20/12/2022 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,60 DIAS C/FACTURA,888.27,DOLAR,PECJ1142,CAJA CTN 406X608X127/133 MAQ/ENJOY GRAPES T22-23,156,5400,842400,UNI,APROBADA
292,2022,Diciembre,20/12/2022 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,60 DIAS C/FACTURA,888.27,DOLAR,PECL1119,CLAMSHELL PET 2 LBS UVAS  ALT 126,138,7100,979800,UNI,APROBADA
292,2022,Diciembre,20/12/2022 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,60 DIAS C/FACTURA,888.27,DOLAR,PECT1115,CINTILLO CARTULINA COSTCO GREEN 589X060 T22-23,176,1900,334400,UNI,APROBADA
293,2022,Diciembre,20/12/2022 00:00,GENERAL,575,SERVICIOS AGRICOLAS ELISEO LTDA.,30 DIAS C/FACTURA,888.27,PESOS,NULL,ARRIENDO TRACTOR NEBULIZADOR TURBO,53,14900,789700,NULL,PENDIENTE
294,2022,Diciembre,21/12/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,889.65,PESOS,P�IN0242,POLERA PIQUE MUJER GRIS GRAFITO M/CORTA C/LOGO TALLA M,105,8500,892500,UNI,APROBADA
294,2022,Diciembre,21/12/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,889.65,PESOS,P�IN0260,POLERA PIQUE HOMBRE GRIS GRAFITO M/CORTA TALLA XL,110,9200,1012000,UNI,APROBADA
294,2022,Diciembre,21/12/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,889.65,PESOS,P�IN0444,POLERA M/C PIQUE BLANCA   C/LOGO HOMBRE TALLA L,176,1800,316800,UNI,APROBADA
295,2022,Diciembre,21/12/2022 00:00,GENERAL,10144,CRISTIAN TAGLE LARA,30 DIAS C/FACTURA,889.65,PESOS,NULL,TARJETAS VISITAS ZAMORANO Y CASAS,55,15100,830500,NULL,PENDIENTE
296,2022,Diciembre,21/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,889.65,PESOS,NULL,MATERIALES ASEO  Y CAFETERIA,1,20700,20700,NULL,PENDIENTE
297,2022,Diciembre,21/12/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,889.65,PESOS,NULL,MATERIALES DE ESCRITORIO,40,15800,632000,NULL,PENDIENTE
298,2022,Diciembre,21/12/2022 00:00,NORMAL,103654,EMBALAJES STANDARD SAC,60 DIAS C/FACTURA,889.65,DOLAR,PECJ1115,CAJA MAD 300X400X125 IMPRESA PURA GESEX T21-22,19,17600,334400,UNI,APROBADA
299,2022,Diciembre,21/12/2022 00:00,NORMAL,232,SAN JORGE PACKAGING S.A.,30 DIAS C/FACTURA,889.65,DOLAR,BOAM1186,BOLSA CAMISA 79X50 CRYSTAL CHERRY 5.0 KG SP (1225) GENERICA,7,19600,137200,UNI,APROBADA
300,2022,Diciembre,21/12/2022 00:00,NORMAL,512,MADERERA SAN RAFAEL,90 DIAS C/FACTURA,889.65,DOLAR,PAMA1120,PALLET 1.016X1.220 TACO 9 TABLAS C48 (T12-13),120,8300,996000,UNI,APROBADA
301,2022,Diciembre,21/12/2022 00:00,NORMAL,10236,TRUPAL S.A,120 DIAS C/FACTURA,889.65,DOLAR,PECJ1142,CAJA CTN 406X608X127/133 MAQ/ENJOY GRAPES T22-23,1,20900,20900,UNI,APROBADA
302,2022,Diciembre,22/12/2022 00:00,GENERAL,10194,LIBERMAN COMERCIAL SPA,30 DIAS C/FACTURA,879.48,PESOS,NULL,REGLAS CALIBRADORAS DE UVA 15 MEDIDAS ,1,20300,20300,NULL,APROBADA
303,2022,Diciembre,22/12/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,879.48,DOLAR,CJCT1406,CAJA CTN 406X608X135-133 MAQ-P84-L SAMS CANDY SHOP T19-20,20,18900,378000,UNI,APROBADA
304,2022,Diciembre,22/12/2022 00:00,NORMAL,103658,LINEA PET PERU SA,120 DIAS C/FACTURA,879.48,DOLAR,PECL1101,CLAMSHELL PET 3 LBS UVAS SAM�S ALT 126,106,8600,911600,UNI,APROBADA
305,2022,Diciembre,22/12/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,879.48,DOLAR,FOCT1149,FONDO CTN 227X253X090 MAQ/QILIN SUGAR PLUMS 2.5 KG,12,19300,231600,UNI,APROBADA
305,2022,Diciembre,22/12/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,879.48,DOLAR,TACT1213,TAPA CTN 234X263X096 MAQ/QILIN SUGAR PLUMS 2.5 KG,144,6300,907200,UNI,APROBADA
306,2022,Diciembre,22/12/2022 00:00,GENERAL,103729,IMPORTADORA Y COMERCIALIZADORA CDC S.A,CONTADO,879.48,PESOS,NULL,LIMPIA PIES PVC M ENTRADA DE OFICINA,178,1500,267000,NULL,PENDIENTE
307,2022,Diciembre,26/12/2022 00:00,NORMAL,103701,PIENSA SOLUTIONS S.A.C,30 DIAS C/FACTURA,876.22,DOLAR,PEAD1166,ADH H.E.B. GREEN SEEDLESS 3LB 76X76MM T22-23,120,8500,1020000,UNI,APROBADA
308,2022,Diciembre,22/12/2022 00:00,NORMAL,10236,TRUPAL S.A,120 DIAS C/FACTURA,879.48,DOLAR,PECJ1138,CAJA CTN 406X608X117/123 MAQ/ENJOY GRAPES T22-23,166,4200,697200,UNI,APROBADA
309,2022,Diciembre,26/12/2022 00:00,GENERAL,301,DICTUC S.A.,CONTADO,876.22,UNIDAD DE FOMENTO,NULL,ASESORIA EQUIPO I+D+I,115,8500,977500,NULL,PENDIENTE
310,2022,Diciembre,26/12/2022 00:00,GENERAL,103730,SABORES DEL CERRILLO,30 DIAS C/FACTURA,876.22,PESOS,NULL,COCKTAIL CELEBRACION FIN DE A�O ,28,16900,473200,NULL,PENDIENTE
311,2022,Diciembre,26/12/2022 00:00,NORMAL,10236,TRUPAL S.A,120 DIAS C/FACTURA,876.22,DOLAR,PECJ1138,CAJA CTN 406X608X117/123 MAQ/ENJOY GRAPES T22-23,63,13800,869400,UNI,APROBADA
312,2022,Diciembre,26/12/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,876.22,PESOS,ADST1541,ADH STICKER GESEX CAB CJ PLASTICO 18.00X9.00 T18-19,146,6100,890600,UNI,APROBADA
313,2022,Diciembre,26/12/2022 00:00,NORMAL,721,IMICAR,120 DIAS C/FACTURA,876.22,PESOS,GNGN1279,TABIQUE PARA CAJAS CABEZAL 141,133,7700,1024100,UNI,APROBADA
313,2022,Diciembre,26/12/2022 00:00,NORMAL,721,IMICAR,120 DIAS C/FACTURA,876.22,PESOS,GNGN1280,TABIQUE PARA CAJAS CABEZAL 178,172,2600,447200,UNI,APROBADA
314,2022,Diciembre,26/12/2022 00:00,GENERAL,175,AGRIC. LA HORNILLA,30 DIAS C/FACTURA,876.22,PESOS,NULL,SERVICIO PROCESO PAKING,135,6300,850500,NULL,PENDIENTE
314,2022,Diciembre,26/12/2022 00:00,GENERAL,175,AGRIC. LA HORNILLA,30 DIAS C/FACTURA,876.22,PESOS,NULL,SERVICIO PROCESO DE FRIO,77,11400,877800,NULL,PENDIENTE
315,2022,Diciembre,27/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,879.19,PESOS,ADST1665,ADHE COSTCO SUMMIT RED SEEDLESS 3LBS 71X71 MM T22-23,165,4100,676500,UNI,APROBADA
315,2022,Diciembre,27/12/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,879.19,PESOS,CTCT1144,CINTILLO COSTCO SUMMIT RED SEEDLESS 3LBS 570X061 MM T22-23,135,7300,985500,UNI,APROBADA
316,2022,Diciembre,27/12/2022 00:00,GENERAL,103663,IMAGICAIR,CONTADO,879.19,UNIDAD DE FOMENTO,NULL,DESARROLLO DICIEMBRE 2 DE 4 ,1,19800,19800,NULL,APROBADA
317,2022,Diciembre,27/12/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,879.19,DOLAR,PEBO1201,BOLSA CAMISA 1050X650 PERFORADA / NATURAL  0.97 % VENT,1,20200,20200,UNI,APROBADA
317,2022,Diciembre,27/12/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,879.19,DOLAR,PECT1102,CORRUGADO ONDA SIMPLE 370X570 S/IMPRESI�N,94,10700,1005800,UNI,APROBADA
317,2022,Diciembre,27/12/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,879.19,DOLAR,PEGE1101,GENERADOR CTN 330X460 6.0 GR AZUL (USA),33,17500,577500,UNI,APROBADA
317,2022,Diciembre,27/12/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,879.19,DOLAR,PEGE1104,GENERADOR LAMINADO 26X46 5GR AZUL,117,8900,1041300,UNI,APROBADA
318,2022,Diciembre,27/12/2022 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,879.19,DOLAR,CJCT1153,CAJA CTN 300X400X128/133 MAQ/P84-L QILIN 22-23,138,6200,855600,UNI,APROBADA
319,2022,Diciembre,27/12/2022 00:00,NORMAL,394,EMBALAJES STANDAR LTDA,90 DIAS C/FACTURA,879.19,DOLAR,CJMA1109,CAJA MAD 400X500X120/125 IMPRESA GESEX T18-19,129,7800,1006200,UNI,APROBADA
319,2022,Diciembre,27/12/2022 00:00,NORMAL,394,EMBALAJES STANDAR LTDA,90 DIAS C/FACTURA,879.19,DOLAR,CJMA1110,CAJA MAD 300X400X119/125 IMPRESA GESEX T22-23,128,6200,793600,UNI,APROBADA
319,2022,Diciembre,27/12/2022 00:00,NORMAL,394,EMBALAJES STANDAR LTDA,90 DIAS C/FACTURA,879.19,DOLAR,PAMA1119,PALLET 1.000X1.200 TACO 9 TABLAS C12 (T13-14),1,19900,19900,UNI,APROBADA
319,2022,Diciembre,27/12/2022 00:00,NORMAL,394,EMBALAJES STANDAR LTDA,90 DIAS C/FACTURA,879.19,DOLAR,TAMA1102,TAPA MAD 400X500 REMONTABLE,147,4900,720300,UNI,APROBADA
320,2022,Diciembre,27/12/2022 00:00,NORMAL,103653,DICOMSA SA,60 DIAS C/FACTURA,879.19,DOLAR,PEAD1120,ADH SELLO CAMISA C/IMPRESION PURA GESEX T21-22,109,8700,948300,UNI,APROBADA
